Question_Index,Query,Method,Pearson,Spearman,NDCG,KendallTau
91,Is there a mouse model for Fanconi anemia?,ContextCite32,0.993762973578916,0.7939393939393938,1.0,0.6444444444444444
91,Is there a mouse model for Fanconi anemia?,WSS32,0.9938309127563818,0.7939393939393938,1.0,0.6444444444444444
91,Is there a mouse model for Fanconi anemia?,BetaShap (U)32,0.9142791592911943,0.6848484848484848,0.9939814958649226,0.5111111111111111
91,Is there a mouse model for Fanconi anemia?,TMC32,0.9793203888094817,0.7818181818181817,0.9939814958649226,0.6
91,Is there a mouse model for Fanconi anemia?,ContextCite64,0.9975904465999477,0.9515151515151514,1.0,0.8666666666666666
91,Is there a mouse model for Fanconi anemia?,WSS64,0.9973657314735511,0.9272727272727272,1.0,0.8222222222222221
91,Is there a mouse model for Fanconi anemia?,BetaShap (U)64,0.7825018585744732,0.7454545454545454,1.0,0.6
91,Is there a mouse model for Fanconi anemia?,TMC64,0.991576557788755,0.8303030303030302,1.0,0.7333333333333333
91,Is there a mouse model for Fanconi anemia?,ContextCite100,0.9971120346716351,0.9393939393939393,1.0,0.8222222222222221
91,Is there a mouse model for Fanconi anemia?,WSS100,0.9969815191973777,0.9393939393939393,1.0,0.8222222222222221
91,Is there a mouse model for Fanconi anemia?,BetaShap (U)100,0.6084907750817923,0.6242424242424242,0.697886872941657,0.4666666666666666
91,Is there a mouse model for Fanconi anemia?,TMC100,0.9933825685622197,0.9030303030303028,1.0,0.7777777777777777
91,Is there a mouse model for Fanconi anemia?,LOO,0.996123720891133,0.8787878787878788,0.9939814958649226,0.7333333333333333
92,What is the general function of H3K79 methylation?,ContextCite32,0.9800110915395095,0.8666666666666665,0.9974204928316571,0.6888888888888888
92,What is the general function of H3K79 methylation?,WSS32,0.9801642661298764,0.8666666666666665,0.9974204928316571,0.6888888888888888
92,What is the general function of H3K79 methylation?,BetaShap (U)32,0.9482001462773941,0.5515151515151515,0.9974204928316571,0.37777777777777777
92,What is the general function of H3K79 methylation?,TMC32,0.9775958663721123,0.7696969696969697,0.9537876434592156,0.6
92,What is the general function of H3K79 methylation?,ContextCite64,0.9830668009511893,0.9030303030303028,0.9974204928316571,0.7777777777777777
92,What is the general function of H3K79 methylation?,WSS64,0.985514330515885,0.9030303030303028,0.9974204928316571,0.7777777777777777
92,What is the general function of H3K79 methylation?,BetaShap (U)64,0.935333343141835,0.5151515151515151,0.9974204928316571,0.3333333333333333
92,What is the general function of H3K79 methylation?,TMC64,0.9691799288740085,0.6242424242424242,0.973160010685093,0.4666666666666666
92,What is the general function of H3K79 methylation?,ContextCite100,0.9890148447883114,0.9030303030303028,0.9974204928316571,0.7777777777777777
92,What is the general function of H3K79 methylation?,WSS100,0.989920472507256,0.9030303030303028,0.9974204928316571,0.7777777777777777
92,What is the general function of H3K79 methylation?,BetaShap (U)100,0.8904158382856744,0.6242424242424242,0.9974204928316571,0.4666666666666666
92,What is the general function of H3K79 methylation?,TMC100,0.9859707643809785,0.9272727272727272,0.9537876434592156,0.7777777777777777
92,What is the general function of H3K79 methylation?,LOO,0.9883357358158914,0.9151515151515152,0.9974204928316571,0.8222222222222221
93,Which transcription factors are involved in E-cadherin repression during EMT?,ContextCite32,0.9946968210196664,0.8909090909090909,1.0,0.7777777777777777
93,Which transcription factors are involved in E-cadherin repression during EMT?,WSS32,0.9947330878014571,0.8909090909090909,1.0,0.7777777777777777
93,Which transcription factors are involved in E-cadherin repression during EMT?,BetaShap (U)32,0.9421664784014877,0.9272727272727272,1.0,0.8666666666666666
93,Which transcription factors are involved in E-cadherin repression during EMT?,TMC32,0.963277803228858,0.9151515151515152,1.0,0.8222222222222221
93,Which transcription factors are involved in E-cadherin repression during EMT?,ContextCite64,0.9978465022101678,0.9878787878787878,1.0,0.9555555555555554
93,Which transcription factors are involved in E-cadherin repression during EMT?,WSS64,0.9980583767202884,0.9878787878787878,1.0,0.9555555555555554
93,Which transcription factors are involved in E-cadherin repression during EMT?,BetaShap (U)64,0.9443516301016229,0.7696969696969697,0.9480178481786993,0.6444444444444444
93,Which transcription factors are involved in E-cadherin repression during EMT?,TMC64,0.9866700867608049,0.9151515151515152,1.0,0.8222222222222221
93,Which transcription factors are involved in E-cadherin repression during EMT?,ContextCite100,0.9978195668194473,0.9757575757575757,1.0,0.911111111111111
93,Which transcription factors are involved in E-cadherin repression during EMT?,WSS100,0.9971878681478216,0.9636363636363635,1.0,0.911111111111111
93,Which transcription factors are involved in E-cadherin repression during EMT?,BetaShap (U)100,0.9567430368966611,0.8424242424242423,0.9480178481786993,0.7333333333333333
93,Which transcription factors are involved in E-cadherin repression during EMT?,TMC100,0.990365373626847,0.9272727272727272,1.0,0.8666666666666666
93,Which transcription factors are involved in E-cadherin repression during EMT?,LOO,0.9906554077927124,0.9999999999999999,1.0,0.9999999999999999
94,Which gene has been implicated in Majeed Syndrome?,ContextCite32,0.5083957958844784,0.5272727272727272,0.8971096672714263,0.37777777777777777
94,Which gene has been implicated in Majeed Syndrome?,WSS32,0.5070418836650352,0.5272727272727272,0.8971096672714263,0.37777777777777777
94,Which gene has been implicated in Majeed Syndrome?,BetaShap (U)32,-0.20038702083599097,0.10303030303030303,0.6217100149524033,0.15555555555555553
94,Which gene has been implicated in Majeed Syndrome?,TMC32,-0.2768023215493427,-0.06666666666666665,0.6217100149524033,-0.06666666666666667
94,Which gene has been implicated in Majeed Syndrome?,ContextCite64,0.8097493112443227,0.7575757575757575,0.9960284291312077,0.6444444444444444
94,Which gene has been implicated in Majeed Syndrome?,WSS64,0.8167638791273186,0.7333333333333332,0.9960284291312077,0.6
94,Which gene has been implicated in Majeed Syndrome?,BetaShap (U)64,-0.3739986608287969,-0.309090909090909,0.6957611071393588,-0.15555555555555553
94,Which gene has been implicated in Majeed Syndrome?,TMC64,-0.2170616357812673,-0.3696969696969697,0.5901158302602392,-0.24444444444444444
94,Which gene has been implicated in Majeed Syndrome?,ContextCite100,0.8527565008354119,0.8693049274624923,0.9851070088741749,0.7191465199607916
94,Which gene has been implicated in Majeed Syndrome?,WSS100,0.9616158383638116,0.8909090909090909,0.9851070088741749,0.7333333333333333
94,Which gene has been implicated in Majeed Syndrome?,BetaShap (U)100,-0.11113969522988401,-0.24848484848484845,0.8790673129389791,-0.19999999999999998
94,Which gene has been implicated in Majeed Syndrome?,TMC100,-0.13642229684032756,-0.2606060606060606,0.8192492703953771,-0.19999999999999998
94,Which gene has been implicated in Majeed Syndrome?,LOO,0.5909295515489135,0.49090909090909085,0.8386572321054144,0.4222222222222222
95,What is targeted by Palbociclib?,ContextCite32,0.11048766625925784,0.35757575757575755,0.7037695844506752,0.28888888888888886
95,What is targeted by Palbociclib?,WSS32,0.119155890609653,0.35757575757575755,0.7037695844506752,0.28888888888888886
95,What is targeted by Palbociclib?,BetaShap (U)32,0.5992378188389855,0.4424242424242424,0.9597229529162586,0.3333333333333333
95,What is targeted by Palbociclib?,TMC32,0.4386487974556666,0.28484848484848485,0.8646248699642409,0.19999999999999998
95,What is targeted by Palbociclib?,ContextCite64,0.6498039729550543,0.6242424242424242,0.9376680013913187,0.4666666666666666
95,What is targeted by Palbociclib?,WSS64,0.6714543456759619,0.6969696969696969,0.9934953987123156,0.6
95,What is targeted by Palbociclib?,BetaShap (U)64,0.2565869480718475,0.2121212121212121,0.9597229529162586,0.15555555555555553
95,What is targeted by Palbociclib?,TMC64,0.22130162607768145,0.06666666666666665,0.9053524073954706,0.022222222222222223
95,What is targeted by Palbociclib?,ContextCite100,0.8477530386766118,0.8545454545454544,0.9836154586629317,0.6888888888888888
95,What is targeted by Palbociclib?,WSS100,0.8433622793470652,0.8303030303030302,0.9934953987123156,0.6888888888888888
95,What is targeted by Palbociclib?,BetaShap (U)100,0.123874246049375,0.2606060606060606,0.8852853225399174,0.19999999999999998
95,What is targeted by Palbociclib?,TMC100,0.12381052211002753,0.04242424242424241,0.7027268215161825,0.1111111111111111
95,What is targeted by Palbociclib?,LOO,0.3659248366262374,0.18787878787878787,0.9418812414493493,0.06666666666666667
96,What protein is encoded by the GRN gene?,ContextCite32,0.8903259646720948,0.7333333333333332,0.9620449466810832,0.5555555555555555
96,What protein is encoded by the GRN gene?,WSS32,0.8911080244548174,0.6969696969696969,0.9513193392180704,0.5111111111111111
96,What protein is encoded by the GRN gene?,BetaShap (U)32,0.7064943198671698,0.3939393939393939,0.5768396012447744,0.37777777777777777
96,What protein is encoded by the GRN gene?,TMC32,0.8776499528707012,0.5393939393939393,0.7973896784546505,0.4666666666666666
96,What protein is encoded by the GRN gene?,ContextCite64,0.9688982092562799,0.8909090909090909,0.9620449466810832,0.7333333333333333
96,What protein is encoded by the GRN gene?,WSS64,0.9676530323140932,0.8424242424242423,0.9620449466810832,0.6888888888888888
96,What protein is encoded by the GRN gene?,BetaShap (U)64,0.48171019239554386,0.5151515151515151,0.7909892897509647,0.37777777777777777
96,What protein is encoded by the GRN gene?,TMC64,0.8799467954326862,0.6606060606060605,0.8537817685660192,0.5111111111111111
96,What protein is encoded by the GRN gene?,ContextCite100,0.9746722330897465,0.8060606060606059,0.9620449466810832,0.6444444444444444
96,What protein is encoded by the GRN gene?,WSS100,0.9682483572440741,0.7696969696969697,0.9513193392180704,0.6
96,What protein is encoded by the GRN gene?,BetaShap (U)100,0.5682853430806027,0.49090909090909085,0.7798119808869619,0.37777777777777777
96,What protein is encoded by the GRN gene?,TMC100,0.9002884839924117,0.7818181818181817,0.843309389860781,0.6
96,What protein is encoded by the GRN gene?,LOO,0.728954647951205,0.7818181818181817,0.9621228648310798,0.6
97,Which growth factors are known to be involved in the induction of EMT?,ContextCite32,0.9160670188253898,0.8545454545454544,1.0,0.7333333333333333
97,Which growth factors are known to be involved in the induction of EMT?,WSS32,0.9162761234609114,0.8545454545454544,1.0,0.7333333333333333
97,Which growth factors are known to be involved in the induction of EMT?,BetaShap (U)32,0.7878485455351389,0.8181818181818182,0.8683702470491789,0.6444444444444444
97,Which growth factors are known to be involved in the induction of EMT?,TMC32,0.9023359335452296,0.6969696969696969,0.9369365152620901,0.6
97,Which growth factors are known to be involved in the induction of EMT?,ContextCite64,0.9597242669253871,0.9515151515151514,1.0,0.8666666666666666
97,Which growth factors are known to be involved in the induction of EMT?,WSS64,0.9643732693269622,0.9636363636363635,1.0,0.911111111111111
97,Which growth factors are known to be involved in the induction of EMT?,BetaShap (U)64,0.2740003817509335,0.23636363636363633,0.7902222862018106,0.19999999999999998
97,Which growth factors are known to be involved in the induction of EMT?,TMC64,0.8991663847564395,0.6848484848484848,0.9643732228999167,0.5555555555555555
97,Which growth factors are known to be involved in the induction of EMT?,ContextCite100,0.9611060031312276,0.9030303030303028,1.0,0.8222222222222221
97,Which growth factors are known to be involved in the induction of EMT?,WSS100,0.9664621727492689,0.9030303030303028,1.0,0.8222222222222221
97,Which growth factors are known to be involved in the induction of EMT?,BetaShap (U)100,0.4178277471218959,0.4666666666666666,0.8005557291596409,0.4222222222222222
97,Which growth factors are known to be involved in the induction of EMT?,TMC100,0.9225233799960835,0.7939393939393938,0.9643732228999167,0.6444444444444444
97,Which growth factors are known to be involved in the induction of EMT?,LOO,0.7119717323674095,0.8909090909090909,0.8683702470491789,0.6888888888888888
98,Can ATAC-Seq be employed in single-cell mode?,ContextCite32,0.9812765342437254,0.8545454545454544,0.9818896203201284,0.6888888888888888
98,Can ATAC-Seq be employed in single-cell mode?,WSS32,0.9818184159394114,0.8545454545454544,0.9818896203201284,0.6888888888888888
98,Can ATAC-Seq be employed in single-cell mode?,BetaShap (U)32,0.8905129022643014,0.8424242424242423,0.9818896203201284,0.6888888888888888
98,Can ATAC-Seq be employed in single-cell mode?,TMC32,0.947451388840917,0.8060606060606059,0.9818896203201284,0.6444444444444444
98,Can ATAC-Seq be employed in single-cell mode?,ContextCite64,0.989301292854116,0.8424242424242423,1.0,0.7333333333333333
98,Can ATAC-Seq be employed in single-cell mode?,WSS64,0.9898489769877012,0.8424242424242423,1.0,0.7333333333333333
98,Can ATAC-Seq be employed in single-cell mode?,BetaShap (U)64,0.8735711335315426,0.9515151515151514,1.0,0.8666666666666666
98,Can ATAC-Seq be employed in single-cell mode?,TMC64,0.9908850195262563,0.9515151515151514,1.0,0.8666666666666666
98,Can ATAC-Seq be employed in single-cell mode?,ContextCite100,0.9927099874195292,0.8545454545454544,1.0,0.7333333333333333
98,Can ATAC-Seq be employed in single-cell mode?,WSS100,0.9932762262058629,0.9030303030303028,1.0,0.8222222222222221
98,Can ATAC-Seq be employed in single-cell mode?,BetaShap (U)100,0.8703881390869578,0.9393939393939393,1.0,0.8222222222222221
98,Can ATAC-Seq be employed in single-cell mode?,TMC100,0.9872904938848034,0.9272727272727272,0.9818896203201284,0.7777777777777777
98,Can ATAC-Seq be employed in single-cell mode?,LOO,0.9112426585096175,0.8303030303030302,1.0,0.6888888888888888
99,What is Neisseria adhesin A?,ContextCite32,0.9990999992157978,0.8545454545454544,0.9859780414636504,0.6888888888888888
99,What is Neisseria adhesin A?,WSS32,0.9991249837374603,0.9030303030303028,0.9996394704719405,0.7333333333333333
99,What is Neisseria adhesin A?,BetaShap (U)32,0.9829455404548654,0.7818181818181817,0.9928116786465554,0.6
99,What is Neisseria adhesin A?,TMC32,0.9965241272847162,0.8060606060606059,1.0,0.6444444444444444
99,What is Neisseria adhesin A?,ContextCite64,0.9992619536039375,0.9515151515151514,1.0,0.8666666666666666
99,What is Neisseria adhesin A?,WSS64,0.9992517325669314,0.9030303030303028,1.0,0.8222222222222221
